1595053879,tb3_3,398763527.704
1595053879,tb3_0,398763528.209
1595053879,tb3_1,398763528.218
1595053879,tb3_2,398763529.74
1595054494,tb3_7,398763839.838
1595054494,tb3_4,398763861.491
1595054494,tb3_1,398763864.07
1595054494,tb3_3,398763868.194
1595054494,tb3_5,398763871.821
1595054494,tb3_0,398763874.412
1595054494,tb3_2,398763882.651
1595054494,tb3_6,398763884.207
1595055960,tb3_2,398764036.689
1595055960,tb3_1,398764041.758
1595055960,tb3_0,398764045.318
1595055960,tb3_3,398764050.381
1595056276,tb3_3,398764123.371
1595056276,tb3_0,398764125.397
1595056276,tb3_1,398764133.005
1595056276,tb3_2,398764133.015
1595056657,tb3_1,398764236.836
1595056657,tb3_0,398764237.853
1595056657,tb3_2,398764239.382
1595057105,tb3_0,398764338.396
1595057105,tb3_3,398764338.411
1595057105,tb3_1,398764340.938
1595057105,tb3_2,398764343.474
1595057478,tb3_3,398764424.779
1595057478,tb3_1,398764432.877
1595057478,tb3_0,398764433.387
1595057478,tb3_2,398764434.913
1595057884,tb3_3,398764539.201
1595057884,tb3_0,398764540.213
1595057884,tb3_1,398764541.24
1595057884,tb3_2,398764542.256
1595058326,tb3_2,398764639.514
1595058326,tb3_3,398764641.047
1595058326,tb3_1,398764643.077
1595058326,tb3_0,398764643.591
1595058923,tb3_0,398764783.235
1595058923,tb3_1,398764783.749
1595058923,tb3_2,398764787.808
1595058923,tb3_3,398764787.819
1595059247,tb3_3,398764865.088
1595059247,tb3_1,398764867.112
1595059247,tb3_2,398764867.629
1595059247,tb3_0,398764869.663
1595059872,tb3_1,398765025.001
1595059872,tb3_2,398765029.579
1595059872,tb3_3,398765031.612
1595059872,tb3_0,398765034.14
1595060286,tb3_3,398765124.771
1595060286,tb3_2,398765132.895
1595060286,tb3_0,398765135.425
1595060286,tb3_1,398765136.443
