1601409750,tb3_1,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",28.21s
1601409750,tb3_2,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",28.208s
1601409750,tb3_3,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",32.22s
1601409750,tb3_0,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",34.246s
1601409750,tb3_2,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",36.242s
1601409750,tb3_3,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",34.23s
1601409750,tb3_1,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",48.346s
1601409750,tb3_0,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",40.308s
1601409750,tb3_1,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",30.266s
1601409750,tb3_0,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",32.268s
1601409750,tb3_2,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",70.568s
1601409750,tb3_0,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",26.182s
1601409750,tb3_1,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",34.254s
1601409750,tb3_2,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",26.286s
1601409750,tb3_3,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",184.52s
1601409750,tb3_3,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",32.454s
1601410322,tb3_2,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",30.358s
1601410322,tb3_1,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",32.378s
1601410322,tb3_3,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",26.316s
1601410322,tb3_0,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",30.352s
1601410322,tb3_2,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",28.198s
1601410322,tb3_0,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",28.188s
1601410322,tb3_1,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",34.258s
1601410322,tb3_3,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",36.276s
1601410322,tb3_2,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",30.232s
1601410322,tb3_1,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",26.194s
1601410322,tb3_3,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",38.262s
1601410322,tb3_0,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",50.36s
1601410322,tb3_2,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",32.202s
1601410322,tb3_1,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",40.308s
1601410322,tb3_3,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",28.256s
1601410322,tb3_0,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",34.472s
1601448871,tb3_2,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",62.408s
1601448871,tb3_1,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",78.516s
1601448871,tb3_0,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",74.472s
1601448871,tb3_2,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",30.17s
1601448871,tb3_0,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",26.168s
1601448871,tb3_1,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",30.212s
1601448871,tb3_3,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",116.718s
1601448871,tb3_2,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",38.232s
1601448871,tb3_1,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",30.19s
1601448871,tb3_0,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",36.242s
