1595363919,tb3_1,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",30.23s
1595363919,tb3_0,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",26.176s
1595363919,tb3_0,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",22.128s
1595363919,tb3_3,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",94.658s
1595363919,tb3_2,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",104.752s
1595363919,tb3_1,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",80.564s
1595363919,tb3_2,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",26.16s
1595363919,tb3_2,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",30.186s
1595363919,tb3_2,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",22.132s
1595363919,tb3_1,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",100.664s
1595363919,tb3_0,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",185.292s
1595363919,tb3_0,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",20.132s
1595363919,tb3_3,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",183.352s
1595363919,tb3_3,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",28.286s
1595363919,tb3_1,"[-1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",111.0s
1595363919,tb3_3,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",79.264s
1595364379,tb3_1,"[1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",30.27s
1595364379,tb3_0,"[-1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",28.198s
1595364379,tb3_1,"[1.0, -1.0, 0.0]","[-1.0, 2.0, 0.0]",34.196s
1595364379,tb3_3,"[-1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",98.662s
1595364379,tb3_2,"[1.0, -1.0, 0.0]","[1.0, 2.0, 0.0]",110.758s
1595364379,tb3_0,"[-1.0, 2.0, 0.0]","[1.0, -1.0, 0.0]",78.508s
1595364379,tb3_2,"[1.0, 2.0, 0.0]","[-1.0, -1.0, 0.0]",24.202s
