1595363919,tb3_2,339.558
1595363919,tb3_0,416.114
1595363919,tb3_1,478.772
1595363919,tb3_3,545.926
1595364379,tb3_2,347.792
1595364379,tb3_0,400.236
1595364379,tb3_1,458.902
1595364379,tb3_3,495.554
1595365210,tb3_2,309.39
1595365210,tb3_0,384.088
1595365210,tb3_1,475.204
1595365210,tb3_3,489.482
1595365639,tb3_0,402.19
1595365639,tb3_2,426.412
1595365639,tb3_1,471.016
1595365639,tb3_3,507.788
1595400621,tb3_0,500.79
1595400621,tb3_2,537.082
1595400621,tb3_1,619.924
1595400621,tb3_3,642.274
1595401487,tb3_2,388.762
1595401487,tb3_0,398.81
1595401487,tb3_3,447.088
1595401487,tb3_1,471.212
1595402038,tb3_0,366.796
1595402038,tb3_2,419.198
1595402038,tb3_3,528.308
1595402038,tb3_1,574.936
1595402562,tb3_0,475.75
1595402562,tb3_1,491.894
1595402562,tb3_2,528.31
1595402562,tb3_3,540.548
1595403057,tb3_2,329.452
1595403057,tb3_0,432.252
1595403057,tb3_3,549.572
1595403057,tb3_1,578.188
1595418744,tb3_2,325.356
1595418744,tb3_0,377.69
1595418744,tb3_3,454.192
1595418744,tb3_1,482.342
1596639235,tb3_1,193.262
1596639235,tb3_3,217.43
1596639235,tb3_0,255.686
1596639235,tb3_4,261.742
1596639235,tb3_2,304.016
1596640548,tb3_0,354.208
1596640548,tb3_3,366.298
1596640548,tb3_1,374.356
1596640548,tb3_4,378.396
1596640548,tb3_2,412.608
1596641443,tb3_1,187.238
1596641443,tb3_3,205.378
1596641443,tb3_2,211.41
1596641443,tb3_4,255.702
1596641443,tb3_0,340.24
1596642486,tb3_1,438.6
1596642486,tb3_0,454.696
1596642486,tb3_3,486.914
1596642486,tb3_2,511.058
1596642486,tb3_4,543.262
1596643764,tb3_1,181.066
1596643764,tb3_3,227.374
1596643764,tb3_2,243.472
1596643764,tb3_4,263.61
1596643764,tb3_0,287.746
1596644386,tb3_0,348.09
1596644386,tb3_3,378.252
1596644386,tb3_2,406.422
1596644386,tb3_1,466.782
1596644386,tb3_4,496.974
1596645612,tb3_1,400.436
1596645612,tb3_4,450.824
1596645612,tb3_3,460.886
1596645612,tb3_2,479.024
1596645612,tb3_0,507.206
1596646382,tb3_1,193.318
1596646382,tb3_4,225.55
1596646382,tb3_0,233.608
1596646382,tb3_3,263.842
1596646382,tb3_2,292.008
1596647208,tb3_2,211.428
1596647208,tb3_1,261.796
1596647208,tb3_0,265.828
1596647208,tb3_4,271.9
1596647208,tb3_3,304.108
1596731363,tb3_1,221.472
1596731363,tb3_3,239.632
1596731363,tb3_0,267.832
1596731363,tb3_4,336.248
1596731363,tb3_2,344.3
